ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChese, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,SaltNPepper,Scented, Salza
223,     4,     6,     9,     7,     0,     6,     5,     5,     7,     3,     2,     6,     2,     3,     1,     6,     6,     7,     0,     7
224,     4,     4,     8,     7,     0,     9,     3,     3,     9,     0,     1,     6,     3,     4,     4,     6,     6,     5,     0,     2
225,     1,     4,     2,     9,     5,     8,     7,     3,     0,     9,    10,     4,     6,     5,     7,     4,     8,     2,     6,     5
226,     2,     2,     1,     9,     3,     7,     9,     4,     0,     7,    10,     3,     9,     1,     7,     4,     8,     5,     6,     6
227,     5,     6,     9,     6,     0,     7,     5,     2,     6,     4,     1,     7,     5,     2,     5,     6,     6,     6,     0,     2
228,    10,     8,     9,     8,    10,     8,     7,     6,     5,     2,     0,     4,     4,     5,     3,     7,     0,     3,     5,     4
229,     7,     8,     9,     7,     0,     9,     3,     7,    10,     2,     1,     5,     1,     1,     2,     5,    10,     5,     0,     5
230,     9,     9,     7,     7,     7,     5,     9,     8,     6,     1,     3,     8,     6,     2,     1,     5,     1,     3,     5,     1
231,     2,     3,     1,     9,     3,     8,     8,     6,     1,     8,     6,     6,     7,     0,     6,     7,     9,     6,     4,     3
232,     7,     9,     5,    10,     6,     6,    10,     5,     8,     2,     3,     4,     6,     2,     1,     6,     1,     5,     6,     3
233,     6,     4,     6,     8,     4,     7,     9,     5,     4,     5,     2,     7,     3,     5,     3,     5,     6,     6,     6,     5
234,     5,     7,     8,     7,     0,     8,     5,     6,     8,     4,     1,     6,     3,     3,     5,     2,     6,     6,     1,     3
235,     2,     2,     2,     9,     3,     6,     8,     8,     2,     8,     9,     5,     8,     3,     5,     4,     8,     3,     4,     6
236,     3,     2,     4,    10,     4,     5,    10,     7,     2,    10,     8,     4,     6,     5,     4,     7,     7,     3,     3,     7
237,     9,     8,     9,     4,     0,     4,     7,     2,     8,     2,     1,     6,     3,     3,     0,     7,     5,     5,     1,     3
238,     7,     7,     7,     7,     2,     8,     4,     5,     7,     1,     1,     8,     5,     5,     5,     7,     6,     3,     0,     1
239,     8,     5,     7,     7,     5,     8,     9,     5,     4,     7,     0,     4,     8,     4,     4,     4,     7,     6,     7,     1
240,     2,     3,     4,    10,     3,     8,     8,     4,     2,     9,     9,     7,     7,     1,     4,     4,     7,     7,     8,     8
241,     4,     0,     2,     7,     2,     6,     5,     8,     0,    10,     6,     5,     8,     3,     2,     7,     9,     3,     8,     5
242,     7,     2,     9,     8,     5,     5,     7,     4,     6,     8,     3,     6,     1,     5,     5,     7,     7,     4,     7,     3
243,     2,     1,     2,     8,     1,     7,     9,     3,     0,     7,     6,     3,     7,     4,     6,     3,     7,     4,     7,     8
244,     5,     3,     6,     7,     5,     9,     4,     8,     6,     8,     2,     4,     5,     6,     1,     5,     8,     7,     5,     3
245,     5,     2,     1,     6,     1,     4,     9,     5,     2,     9,     9,     7,    10,     3,     7,     4,     9,     2,     6,     5
246,    10,     6,     6,     9,     6,     8,     7,     6,     5,     3,     2,     7,     6,     2,     1,     1,     0,     7,     6,     2
247,     2,     1,     2,     9,     3,     4,     9,     7,     0,    10,     8,     5,     6,     1,     7,     3,     6,     8,     5,     6
248,     0,     1,     0,     9,     2,     5,     8,     4,     0,     9,     9,     6,     7,     1,     6,     5,     8,     5,     6,     5
249,     7,     1,     5,     8,     3,     8,     4,     4,     5,     9,     1,     6,     5,     3,     4,     5,     7,     4,     4,     2
250,     2,     2,     1,     9,     5,     6,    10,     5,     2,    10,    10,     7,     7,     2,     4,     4,     8,     4,     5,     6
251,     7,     7,     9,     6,     0,     5,     4,     5,     9,     2,     0,     6,     3,     2,     6,     5,     9,     5,     0,     5
252,     3,     2,     1,     8,     5,     7,     9,     3,     2,    10,     9,     8,     7,     4,     6,     4,     9,     7,     5,     5
253,    10,     9,     8,     8,     7,     7,     8,     5,     6,     2,     2,     6,     1,     3,     2,     3,     1,     5,     6,     2
254,     7,     4,     6,     6,     4,     6,     6,     5,     3,     9,     1,     6,     2,     3,     3,     6,     5,     4,     3,     4
255,    10,     8,     7,     9,     8,     6,     9,     4,     4,     2,     2,     4,     3,     1,     3,     3,     0,     5,     6,     2
256,     1,     2,     4,     8,     0,     6,     9,     3,     1,     9,     8,     5,     8,     0,     5,     3,     8,     5,     6,     6
257,     6,     5,    10,     5,     0,     9,     6,     3,    10,     1,     1,     5,     2,     2,     4,     2,    10,     5,     0,     2
258,     5,     3,     6,     8,     5,     8,     5,     6,     3,     6,     3,     4,     4,     5,     3,     5,     6,     7,     5,     1
259,     8,     7,    10,     6,     0,     8,     6,     7,     9,     2,     1,     9,     3,     5,     5,     5,     8,     3,     0,     0
260,     2,     0,     0,     9,     3,     6,     9,     3,     1,     6,     8,     7,     9,     2,     5,     4,    10,     4,     5,     3
261,     2,     2,     2,     8,     1,     5,     9,     5,     1,     8,     8,     8,     9,     4,     5,     6,     8,     5,     6,     8
262,     1,     1,     0,     9,     1,     6,     7,     5,     4,    10,     9,     3,     6,     2,     3,     5,     7,     4,     4,     4
263,     5,     4,     8,     5,     6,     8,     7,     5,     5,     7,     2,     4,     4,     8,     3,     8,     4,     7,     6,     1
264,     2,     1,     8,     8,     5,     8,     7,     4,     6,     6,     3,     3,     7,     5,     6,     4,     7,     4,     6,     0
265,     2,     4,     1,     9,     2,     3,    10,     6,     0,     8,     7,     8,     4,     1,     7,     2,     9,     5,     6,     8
266,    10,     6,     8,     6,     7,     9,     7,     2,     5,     2,     5,     5,     4,     4,     3,     6,     1,     3,     4,     1
267,     3,     9,     9,     6,     0,     6,     3,     4,     8,     2,     0,     5,     2,     2,     3,     5,     7,     5,     0,     3
268,     2,     2,     2,     7,     1,     8,     8,     7,     1,     9,     8,     5,     7,     3,     6,     5,     8,     6,     4,     7
269,     7,     4,     8,     2,     1,     8,     5,     4,     9,     2,     1,     5,     5,     4,     3,     2,     5,     4,     0,     4
270,    10,     7,     5,     7,     9,     5,     8,     4,     4,     1,     2,     4,     6,     2,     2,     3,     1,     5,     5,     1
271,     3,     5,     9,     9,     0,    10,     5,     3,     7,     3,     1,     5,     1,     4,     2,     4,     5,     6,     0,     6
272,     3,     2,     3,     8,     1,     4,     8,     3,     1,    10,     8,     3,     9,     4,     5,     3,     8,     2,     7,     7
273,    10,     8,     7,     8,     8,     4,     7,     7,     4,     3,     2,     6,     5,     1,     1,     7,     3,     5,     7,     0
274,     5,     7,     7,     5,     0,     7,     4,     7,     8,     3,     1,     7,     1,     1,     3,     4,     9,     6,     0,     2
275,    10,    10,     8,    10,     7,     8,     8,     8,     6,     3,     2,     9,     4,     2,     4,     6,     1,     3,     6,     1
276,    10,     6,     6,     7,     7,     8,    10,     4,     3,     1,     1,     7,     3,     5,     1,     4,     3,     4,     6,     2
277,     4,     3,     7,    10,     6,     8,     7,     6,     5,     9,     2,     5,     4,     5,     4,     4,     7,     7,     5,     0
278,     1,     5,     2,     8,     3,     7,     9,     6,     1,     9,     9,     4,     7,     2,     2,     5,     8,     7,     2,     6
279,     7,     3,     8,     5,     4,     6,     7,     6,     4,     6,     2,     6,     4,     5,     2,     6,     7,     4,     3,     0
280,     4,     2,     6,     9,     4,     8,     5,     4,     4,     8,     1,     8,     3,     8,     3,     3,     8,     7,     7,     3
281,     8,     7,     9,     9,     7,     6,     9,     6,     5,     2,     2,     4,     2,     2,     2,     8,     1,     4,     6,     1
282,     1,     0,     2,     8,     3,     5,     9,     4,     2,     9,     8,     5,     8,     3,     6,     6,     9,     4,     7,     7
283,     3,     3,     2,     9,     2,     3,     6,     6,     1,     9,     9,     4,     8,     0,     9,     5,     8,     7,     4,     4
284,     4,     3,     9,     6,     0,     4,     6,     5,     9,     1,     0,     7,     4,     4,     2,     7,     8,     4,     0,     3
285,     6,     3,     6,     8,     4,     8,     6,     3,     2,     9,     2,     6,     6,     8,     3,     6,     7,     5,     4,     2
286,     2,     3,     1,     8,     4,     6,     6,     4,     1,     9,     5,     6,     8,     2,     7,     7,     9,     4,     4,     7
287,     9,    10,     8,     7,     9,     5,     9,     5,     4,     1,     4,     6,     2,     2,     0,     2,     1,     6,     5,     2
288,     6,     4,     6,     7,     7,     8,     5,     7,     4,     7,     1,     7,     6,     4,     2,     4,     7,     4,     3,     2
289,    10,     8,     8,     8,     7,     5,     6,     5,     3,     1,     3,     4,     6,     4,     3,     6,     2,     7,     6,     2
290,    10,     5,     7,     8,     8,     5,     8,     6,     7,     2,     2,     6,     3,     3,     4,     4,     0,     6,     5,     2
291,     5,     2,     4,     6,     5,     8,     7,     1,     5,    10,     3,     5,     6,     6,     4,     4,     9,     2,     4,     2
292,     9,     7,     9,     8,     7,     6,     8,     7,     4,     1,     2,     5,     3,     0,     1,     6,     1,     4,     5,     2
293,     6,     5,    10,     6,     0,     5,     5,     6,     8,     2,     0,     6,     3,     1,     2,     5,    10,     4,     0,     2
294,     4,     7,     8,     6,     0,     6,     8,     6,     6,     1,     1,     6,     3,     4,     3,     5,     7,     4,     1,     4
295,     5,     5,     9,     8,     5,     7,     8,     6,     5,     8,     1,     5,     3,     3,     2,     5,     7,     3,     7,     0
296,     2,     3,     3,     9,     5,     7,     6,     4,     1,     6,     8,     5,     4,     2,     8,     6,     6,     3,     4,     5
297,     4,     9,     9,     6,     0,     6,     3,     7,     8,     1,     1,     4,     5,     4,     4,     2,     7,     3,     0,     3
298,     5,     2,     4,     7,     1,     4,     9,     5,     1,    10,     6,     6,     6,     1,     5,     4,     6,     5,     5,     6
299,    10,     7,     9,     7,     7,     5,    10,     3,     5,     1,     3,     8,     3,     1,     3,     6,     1,     6,     5,     4
300,     4,     3,     7,     9,     4,     8,     7,     1,     6,     5,     3,     5,     5,     4,     3,     6,     8,     6,     5,     2
301,     9,     7,     7,     8,     6,     6,     8,     3,     5,     4,     0,     7,     7,     1,     1,     2,     0,     4,     5,     0
302,     8,     9,     9,     7,     7,     8,    10,     5,     4,     4,     1,     7,     2,     1,     3,     6,     0,     2,     6,     3
303,     5,     7,     8,     8,     1,     7,     2,     5,     9,     3,     0,     8,     2,     4,     2,     3,     7,     5,     0,     2
304,     5,     7,    10,     5,     0,     4,     5,     6,     8,     0,     0,     3,     5,     1,     2,     6,     5,     5,     1,     1
305,     1,     5,     6,     6,     1,     5,     7,     3,     3,     8,     2,     3,     2,     7,     2,     7,     8,     6,     5,     2
306,     1,     1,     1,     7,     3,     6,     8,     7,     0,    10,     8,     4,     6,     7,     5,     5,     5,     2,     4,     6
307,     1,     1,     0,     9,     1,     6,     7,     4,     1,     9,     7,     9,     8,     2,     7,     2,     9,     7,     3,     8
308,    10,    10,    10,     8,    10,     6,     9,     6,     4,     4,     2,     5,     4,     3,     1,     6,     1,     5,     4,     2
309,     6,     4,     4,     3,     4,     8,     6,     6,     5,     8,     3,     3,     2,     4,     5,     4,     7,     5,     7,     1
310,     7,     2,     6,     7,     3,     7,     6,     7,     5,     7,     3,     5,     8,     4,     3,     7,     3,     6,     5,     2
311,     1,     2,     4,     6,     2,     3,     8,     4,     0,     8,     7,     4,     7,     5,     7,     4,     9,     5,     4,     6
312,    10,     7,     9,     8,     7,     7,    10,     8,     3,     2,     4,     3,     4,     2,     4,     5,     2,     3,     3,     3
313,     9,     7,     9,    10,     8,     8,     9,     6,     7,     1,     0,     6,     4,     2,     2,     4,     2,     6,     3,     3
